,Laptop_ID,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Weight IN KG
306,306,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,IntelHDGraphics620,Windows 10,1.28,105228.0,1.28
307,307,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,NvidiaGeForce930M,Windows 10,2.2,55571.04,2.2
308,308,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForce940MX,Windows 10,2.3,43636.32,2.3
309,309,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,IntelHDGraphics520,Windows 10,1.86,24988.32,1.86
310,310,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.1,53226.72,1.1
311,311,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,IntelUHDGraphics620,Windows 10,1.21,133146.72,1.21
312,312,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,2.8,111834.72,2.8
313,313,Acer,Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8GB,256GB SSD,AMDRadeonR5,Windows 10,2.23,24988.32,2.23
314,314,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.1,14652.0,1.1
315,315,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Windows 10,2.33,44968.32,2.33
316,316,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,IntelUHDGraphics620,Windows 10,1.29,130482.72,1.29
317,317,Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,16GB Flash Storage,IntelHDGraphics510,Chrome OS,1.45,24503.472,1.45
318,318,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.95,52214.4,1.95
319,319,Acer,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,IntelHDGraphics405,Windows 10,1.4,25840.8,1.4
320,320,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.48,68837.76,1.48
321,321,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NvidiaGeForce920MX,Windows 10,2.79,31381.92,2.79
322,322,Asus,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.0,58288.32,2.0
323,323,HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,IntelUHDGraphics620,Windows 10,2.1,48058.56,2.1
324,324,Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8GB,256GB SSD,AMDRadeonRX540,Windows 10,2.2,35111.52,2.2
325,325,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.44,15557.76,1.44
326,326,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,IntelHDGraphics620,Windows 10,8.23,29250.72,8.23
327,327,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,1.7,55938.672,1.7
328,328,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.26,71128.8,1.26
329,329,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,NvidiaGeForceGTX1050,Windows 10,2.06,140605.92,2.06
330,330,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.7,63882.72,2.7
331,331,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.0,50243.04,2.0
332,332,Asus,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,IntelHDGraphics620,Windows 10,2.0,71075.52,2.0
333,333,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,IntelHDGraphics520,Windows 10,1.85,23922.72,1.85
334,334,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.5,53226.72,2.5
335,335,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.48,67559.04,1.48
336,,,,,,,,,,,,,
337,337,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.84,60952.32,1.84
338,338,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,IntelHDGraphics500,Linux,2.0,14651.4672,2.0
339,339,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,2.0,60885.72,2.0
340,340,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,IntelHDGraphics,Linux,2.2,14646.672,2.2
341,341,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,AMDRadeon530,Windows 10,2.2,47898.72,2.2
342,342,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,NvidiaGeForce930MX,Windows 10,2.1,38148.48,2.1
343,343,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.4,111834.72,1.4
344,344,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.2,84129.12,1.2
345,345,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.4,60153.12,2.4
346,346,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,IntelHDGraphics400,Windows 10,1.44,14865.12,1.44
347,347,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,IntelUHDGraphics620,Windows 10,1.88,85672.1088,1.88
348,348,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.5,19980.0,1.5
349,349,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMDRadeon530,Windows 10,0.0002,35324.64,0.0002
350,,,,,,,,,,,,,
351,351,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.84,69477.12,1.84
352,352,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.7,75071.52,2.7
353,353,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaQuadroM1200,Windows 10,2.6,92615.0256,2.6
354,354,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,NvidiaGeForce930M,Windows 10,2.4,74751.84,2.4
355,355,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMDRadeon530,Windows 10,2.02,51729.552,2.02
356,356,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,IntelHDGraphics500,No OS,2.2,17155.6272,2.2
357,357,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.65,53226.72,2.65
358,358,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,IntelHDGraphics620,Windows 10,2.36,29696.6736,2.36
359,359,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.36,76030.56,1.36
360,360,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,1.86,23389.92,1.86
361,361,Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.0,50349.6,2.0
362,362,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX940MX,Windows 10,2.8,38308.32,2.8
363,363,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,1.86,34045.92,1.86
364,364,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,NvidiaGeForce920MX,No OS,2.2,26586.72,2.2
365,365,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,IntelHDGraphics405,Windows 10,2.04,20725.92,2.04
366,366,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Windows 10,2.8,57808.8,2.8
367,367,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,No OS,2.4,43103.52,2.4
368,368,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMDRadeonR7M445,Windows 10,2.33,47898.72,2.33
369,369,HP,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.36,93240.0,1.36
370,370,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,NvidiaGeForceGT940MX,Windows 10,2.26,58554.72,2.26
371,371,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMDRadeonR5,Windows 10,2.1,22697.28,2.1
372,372,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMDRadeonRX580,Windows 10,3.25,117162.72,3.25
373,373,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMDRadeonR5,Windows 10,2.6,26053.92,2.6
374,374,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.62,46300.8528,1.62
375,375,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMDRadeonR5,Windows 10,1.91,26053.3872,1.91
376,376,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,IntelHDGraphics500,Windows 10,1.59,29463.84,1.59
377,377,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,IntelHDGraphics400,Windows 10,1.8,16463.52,1.8
378,378,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.5,15238.08,1.5
379,379,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Linux,2.4,45074.88,2.4
380,380,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.35,63456.48,3.35
381,381,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,No OS,1.85,21498.48,1.85
382,382,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.3,88178.4,2.3
383,383,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,1.5,58554.72,1.5
384,384,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.1,93181.392,1.1
385,385,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.13,121584.96,1.13
386,386,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,1.5,29250.72,1.5
387,387,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,AMDFireProW5130M,Windows 10,2.23,72940.32,2.23
388,388,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,NvidiaQuadroM1200,Windows 10,2.0,113752.8,2.0
389,389,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.42,133679.52,1.42
390,390,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.0,55357.92,3.0
391,391,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,3.0,84768.48,3.0
392,392,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,NvidiaGeForceMX130,Windows 10,2.2,36975.7872,2.2
393,393,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForceGTX1050Ti,Windows 10,2.7,71874.72,2.7
394,394,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMDRadeonR7M445,Linux,2.33,41498.1936,2.33
395,395,HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMDRadeon520,Windows 10,1.91,26586.72,1.91
396,396,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMDRadeonRX550,Windows 10,2.1,65510.9568,2.1
397,397,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.9,49976.64,1.9
398,398,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaQuadroM1200,Windows 10,1.78,144495.36,1.78
399,399,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,IntelHDGraphics620,Windows 10,1.13,139860.0,1.13
400,400,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,IntelHDGraphics500,Windows 10,2.2,16303.68,2.2
401,401,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.9,81465.12,2.9
402,402,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMDRadeonRX550,Windows 10,2.1,60978.96,2.1
403,403,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Linux,2.5,46833.12,2.5
404,404,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,2.8,119826.72,2.8
405,405,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.1,99793.44,1.1
406,406,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,IntelHDGraphics520,Windows 10,1.2,93080.16,1.2
407,407,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,IntelHDGraphics,Windows 10,1.36,89510.4,1.36
408,408,Lenovo,Notebook,35.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,2.2,21791.52,2.2
409,409,Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.15,16221.096,1.15
410,410,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,NvidiaQuadroM1200,Windows 10,2.67,102564.0,2.67
411,411,Lenovo,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,NvidiaGeForceGT940MX,Windows 10,1.7,103523.04,1.7
412,412,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMDRadeon520,Windows 10,2.1,24988.32,2.1
413,413,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.6,42038.4528,1.6
414,414,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.27,49443.84,1.27
415,415,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMDRadeonR5M430,Linux,2.3,31909.392,2.3
416,416,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,1.65,36709.92,1.65
417,417,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.43,79920.0,1.43
418,418,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,2.14,28768.536,2.14
419,419,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMDRadeonRX550,Windows 10,1.75,64755.4464,1.75
420,420,Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,NvidiaGeForceGTX1050,Windows 10,2.0,101178.72,2.0
421,421,Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,IntelHDGraphics500,Windows 10,1.4,23922.72,1.4
422,422,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,IntelHDGraphics630,Windows 10,2.31,76030.56,2.31
423,423,Asus,Notebook,35.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,NvidiaGeForce940MX,Linux,2.3,31808.16,2.3
424,424,Dell,Gaming,27.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.42,149130.72,4.42
425,425,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.62,61751.52,2.62
426,426,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,AMDRadeon530,Windows 10,2.02,60867.072,2.02
427,427,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,IntelHDGraphics620,Linux,1.6,58554.72,1.6
428,428,HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,3.35,106506.72,3.35
429,429,Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,IntelHDGraphics500,Windows 10,1.16,15930.72,1.16
430,430,Samsung,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,IntelHDGraphics400,Chrome OS,1.15,14332.32,1.15
431,431,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.4,53812.8,1.4
432,432,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,1.7,31914.72,1.7
433,433,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,NvidiaGeForce940MX,Windows 10,2.3,130269.6,2.3
434,434,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,NvidiaQuadroM2200M,Windows 10,2.5,130482.72,2.5
435,435,Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,AMDRadeonRX580,Windows 10,3.2,90309.6,3.2
436,436,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,IntelHDGraphics400,Windows 10,2.1,18488.16,2.1
437,437,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,IntelHDGraphics615,Chrome OS,1.1,117162.72,1.1
438,438,Lenovo,Ultrabook,24,2560x1440,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,IntelHDGraphics620,Windows 10,1.32,126912.96,1.32
439,439,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,IntelHDGraphics620,Linux,2.0,29783.52,2.0
440,440,Lenovo,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,AMDRadeonR4,Windows 10,2.8,27652.32,2.8
441,441,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMDRadeon530,Windows 10,2.2,39906.72,2.2
442,442,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.36,76137.12,1.36
443,443,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,IntelHDGraphics505,Windows 10,2.2,18594.72,2.2
444,444,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.2,58554.72,2.2
445,445,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,1.64,62817.12,1.64
446,446,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,IntelHDGraphics620,Linux,2.4,23539.104,2.4
447,447,Dell,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,NvidiaQuadroM620,Windows 10,2.23,106187.04,2.23
448,448,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.2,54757.9872,2.2
449,449,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,IntelIrisPlusGraphics640,Windows 10 S,1.25,137941.92,1.25
450,450,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,IntelHDGraphics620,Windows 10,1.91,31381.92,1.91
451,451,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,NvidiaQuadroM620,Windows 10,2.17,105228.0,2.17
452,452,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,2.31,81731.52,2.31
453,453,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.65,71661.6,1.65
454,454,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Windows 10,2.36,52161.12,2.36
455,455,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,IntelHDGraphics405,Windows 10,1.47,25521.12,1.47
